nid,changed_date,next_changed_date,field_value_old,field_value_new
53835,2019-02-14 04:00:02,2019-02-21 12:30:01,"",green
53835,2019-02-21 12:30:01,2019-02-26 11:00:01,green,amber
53835,2019-02-26 11:00:01,2019-05-11 03:00:03,amber,green
53835,2019-05-11 03:00:03,,green,red
53836,2019-02-14 04:00:02,2019-02-21 12:30:01,"",green
53836,2019-02-21 12:30:01,2019-02-26 11:00:01,green,amber
53836,2019-02-26 11:00:01,,amber,green
53837,2019-02-14 04:00:02,2019-02-22 09:30:01,"",green
53837,2019-02-22 09:30:01,2019-02-28 06:30:01,green,amber
53837,2019-02-28 06:30:01,2019-05-09 03:00:02,amber,red
53837,2019-05-09 03:00:02,,red,green
53838,2019-02-14 04:00:02,2019-02-21 12:30:01,"",green
53838,2019-02-21 12:30:01,2019-02-26 11:00:01,green,amber
53838,2019-02-26 11:00:01,,amber,green
53839,2019-02-14 04:00:02,,"",green
53840,2019-02-14 04:00:02,2019-02-21 12:30:01,"",green
53840,2019-02-21 12:30:01,2019-02-28 14:00:01,green,amber
53840,2019-02-28 14:00:01,2019-04-04 08:30:00,amber,green
53840,2019-04-04 08:30:00,2019-05-03 05:30:04,green,amber
53840,2019-05-03 05:30:04,2019-05-07 14:30:04,amber,green
53840,2019-05-07 14:30:04,2019-05-09 08:30:07,green,amber
53840,2019-05-09 08:30:07,2019-06-06 08:30:12,amber,green
53840,2019-06-06 08:30:12,,green,amber
53841,2019-02-14 04:00:02,2019-02-21 12:30:01,"",green
53841,2019-02-21 12:30:01,2019-02-28 14:00:01,green,amber
53841,2019-02-28 14:00:01,2019-04-04 08:30:00,amber,green
53841,2019-04-04 08:30:00,2019-05-03 05:30:04,green,amber
53841,2019-05-03 05:30:04,2019-05-07 14:30:04,amber,green
53841,2019-05-07 14:30:04,2019-05-09 08:30:07,green,amber
53841,2019-05-09 08:30:07,,amber,green
53842,2019-02-14 04:00:02,2019-05-11 03:00:03,"",green
53842,2019-05-11 03:00:03,2019-05-21 03:00:01,green,amber
53842,2019-05-21 03:00:01,2019-06-13 10:00:01,amber,green
53842,2019-06-13 10:00:01,,green,amber
53843,2019-02-14 04:00:02,2019-02-21 12:30:01,"",green
53843,2019-02-21 12:30:01,2019-02-26 11:00:01,green,amber
53843,2019-02-26 11:00:01,,amber,green
53844,2019-02-14 04:00:02,2019-02-18 06:30:01,"",green
53844,2019-02-18 06:30:01,2019-02-21 08:00:01,green,amber
53844,2019-02-21 08:00:01,2019-02-25 06:30:01,amber,green
53844,2019-02-25 06:30:01,2019-02-26 04:00:01,green,amber
53844,2019-02-26 04:00:01,2019-04-08 05:30:01,amber,red
53844,2019-04-08 05:30:01,2019-04-15 05:30:01,red,green
53844,2019-04-15 05:30:01,2019-04-16 14:30:00,green,amber
53844,2019-04-16 14:30:00,,amber,green
53845,2019-02-14 04:00:02,2019-02-21 12:30:01,"",green
53845,2019-02-21 12:30:01,2019-02-26 11:00:01,green,amber
53845,2019-02-26 11:00:01,,amber,green
53846,2019-02-14 04:00:02,2019-02-15 04:00:02,"",amber
53846,2019-02-15 04:00:02,2019-03-28 06:30:00,amber,green
53846,2019-03-28 06:30:00,2019-03-28 11:00:00,green,amber
53846,2019-03-28 11:00:00,2019-04-04 08:30:00,amber,green
53846,2019-04-04 08:30:00,2019-05-03 05:30:04,green,amber
53846,2019-05-03 05:30:04,2019-05-07 14:30:04,amber,green
53846,2019-05-07 14:30:04,2019-05-09 08:30:07,green,amber
53846,2019-05-09 08:30:07,,amber,green
53847,2019-02-14 04:00:02,2019-02-20 08:00:01,"",green
53847,2019-02-20 08:00:01,2019-02-28 14:00:01,green,amber
53847,2019-02-28 14:00:01,2019-04-04 08:30:00,amber,green
53847,2019-04-04 08:30:00,2019-05-03 05:30:04,green,amber
53847,2019-05-03 05:30:04,2019-05-07 14:30:04,amber,green
53847,2019-05-07 14:30:04,2019-05-09 08:30:07,green,amber
53847,2019-05-09 08:30:07,2019-05-14 07:00:08,amber,green
53847,2019-05-14 07:00:08,2019-05-22 07:00:00,green,amber
53847,2019-05-22 07:00:00,,amber,green
53848,2019-02-14 04:00:02,2019-02-25 15:30:01,"",green
53848,2019-02-25 15:30:01,2019-02-26 11:00:01,green,amber
53848,2019-02-26 11:00:01,2019-03-28 06:30:00,amber,green
53848,2019-03-28 06:30:00,2019-03-28 09:30:01,green,amber
53848,2019-03-28 09:30:01,2019-04-24 05:30:01,amber,green
53848,2019-04-24 05:30:01,2019-06-07 05:30:01,green,amber
53848,2019-06-07 05:30:01,,amber,green
53849,2019-02-14 12:30:01,2019-02-20 11:00:01,"",green
53849,2019-02-20 11:00:01,2019-03-06 04:00:01,green,amber
53849,2019-03-06 04:00:01,2019-03-08 04:00:01,amber,green
53849,2019-03-08 04:00:01,2019-05-24 11:30:00,green,amber
53849,2019-05-24 11:30:00,,amber,green
53850,2019-02-14 14:00:00,2019-02-16 04:00:02,"",green
53850,2019-02-16 04:00:02,,green,red
53851,2019-02-14 14:00:00,,"",green
53852,2019-02-14 15:30:00,2019-03-18 11:00:01,"",green
53852,2019-03-18 11:00:01,2019-03-22 04:00:01,green,amber
53852,2019-03-22 04:00:01,2019-03-25 12:30:00,amber,green
53852,2019-03-25 12:30:00,2019-03-27 12:30:00,green,amber
53852,2019-03-27 12:30:00,2019-04-08 13:00:01,amber,green
53852,2019-04-08 13:00:01,2019-04-18 14:30:00,green,amber
53852,2019-04-18 14:30:00,2019-05-28 03:00:01,amber,green
53852,2019-05-28 03:00:01,2019-06-06 08:30:12,green,amber
53852,2019-06-06 08:30:12,,amber,green
53853,2019-02-15 04:00:02,2019-04-04 10:00:01,"",green
53853,2019-04-04 10:00:01,2019-04-10 03:00:01,green,amber
53853,2019-04-10 03:00:01,2019-05-15 11:30:09,amber,green
53853,2019-05-15 11:30:09,,green,amber
53854,2019-02-15 04:00:02,2019-03-15 04:00:00,"",green
53854,2019-03-15 04:00:00,2019-04-10 03:00:01,green,amber
53854,2019-04-10 03:00:01,2019-04-17 03:00:01,amber,green
53854,2019-04-17 03:00:01,2019-05-15 03:00:02,green,amber
53854,2019-05-15 03:00:02,2019-06-13 14:30:06,amber,green
53854,2019-06-13 14:30:06,,green,amber
53855,2019-02-15 04:00:02,2019-03-27 04:00:01,"",green
53855,2019-03-27 04:00:01,2019-04-11 03:00:01,green,amber
53855,2019-04-11 03:00:01,2019-04-17 03:00:01,amber,green
53855,2019-04-17 03:00:01,2019-05-15 13:00:11,green,amber
53855,2019-05-15 13:00:11,,amber,green
53856,2019-02-19 04:00:01,2019-03-13 04:00:00,"",green
53856,2019-03-13 04:00:00,2019-04-10 11:30:00,green,amber
53856,2019-04-10 11:30:00,2019-05-09 08:30:07,amber,green
53856,2019-05-09 08:30:07,2019-05-09 11:30:10,green,amber
53856,2019-05-09 11:30:10,2019-06-13 13:00:00,amber,green
53856,2019-06-13 13:00:00,,green,amber
53857,2019-02-20 04:00:02,2019-03-13 04:00:00,"",green
53857,2019-03-13 04:00:00,2019-04-10 03:00:01,green,amber
53857,2019-04-10 03:00:01,2019-04-17 03:00:01,amber,green
53857,2019-04-17 03:00:01,2019-05-15 13:00:11,green,amber
53857,2019-05-15 13:00:11,2019-06-04 13:00:11,amber,green
53857,2019-06-04 13:00:11,,green,amber
53858,2019-02-20 04:00:02,2019-04-16 14:30:00,"",green
53858,2019-04-16 14:30:00,2019-06-06 08:30:12,green,amber
53858,2019-06-06 08:30:12,,amber,green
53859,2019-02-20 04:00:02,2019-02-20 15:30:01,"",green
53859,2019-02-20 15:30:01,2019-03-01 10:39:43,green,red
53859,2019-03-01 10:39:43,2019-03-27 04:00:01,red,green
53859,2019-03-27 04:00:01,2019-03-29 12:30:01,green,amber
53859,2019-03-29 12:30:01,2019-05-13 13:00:09,amber,green
53859,2019-05-13 13:00:09,2019-05-31 03:00:02,green,amber
53859,2019-05-31 03:00:02,,amber,green
53860,2019-02-20 14:00:01,2019-02-22 12:30:01,"",green
53860,2019-02-22 12:30:01,2019-03-08 14:00:00,green,amber
53860,2019-03-08 14:00:00,2019-06-14 03:00:02,amber,green
53860,2019-06-14 03:00:02,2019-06-15 03:00:03,green,amber
53860,2019-06-15 03:00:03,,amber,green
53861,2019-02-21 04:00:01,2019-03-12 11:00:00,"",green
53861,2019-03-12 11:00:00,2019-03-18 06:30:01,green,amber
53861,2019-03-18 06:30:01,,amber,green
53862,2019-02-21 04:00:01,,"",green
53863,2019-02-21 04:00:01,,"",green
53864,2019-02-21 04:00:01,,"",green
53865,2019-02-21 04:00:01,,"",green
53866,2019-02-21 04:00:01,,"",green
53867,2019-02-21 04:00:01,,"",green
53868,2019-02-21 04:00:01,,"",green
53869,2019-02-21 04:00:01,2019-03-13 04:00:00,"",green
53869,2019-03-13 04:00:00,2019-04-10 03:00:01,green,amber
53869,2019-04-10 03:00:01,2019-04-17 03:00:01,amber,green
53869,2019-04-17 03:00:01,2019-06-12 14:30:00,green,amber
53869,2019-06-12 14:30:00,2019-06-14 14:30:00,amber,green
53869,2019-06-14 14:30:00,,green,amber
53870,2019-02-21 04:00:01,,"",green
53871,2019-02-21 04:00:01,2019-04-04 10:00:01,"",green
53871,2019-04-04 10:00:01,2019-04-09 14:30:00,green,amber
53871,2019-04-09 14:30:00,2019-06-05 10:00:08,amber,green
53871,2019-06-05 10:00:08,2019-06-05 11:30:08,green,amber
53871,2019-06-05 11:30:08,,amber,green
53872,2019-02-21 04:00:01,,"",green
53873,2019-02-21 04:00:01,,"",green
53874,2019-02-21 04:00:01,,"",green
53875,2019-02-21 04:00:01,,"",green
53876,2019-02-21 04:00:01,,"",green
53877,2019-02-21 04:00:01,,"",green
53878,2019-02-21 04:00:01,,"",green
53879,2019-02-21 04:00:01,,"",green
53880,2019-02-22 04:00:02,2019-03-08 09:30:01,"",green
53880,2019-03-08 09:30:01,2019-03-08 11:00:01,green,amber
53880,2019-03-08 11:00:01,2019-06-12 05:30:01,amber,green
53880,2019-06-12 05:30:01,2019-06-17 05:30:01,green,amber
53880,2019-06-17 05:30:01,,amber,green
53881,2019-02-22 04:00:02,,"",green
53882,2019-02-22 04:00:02,,"",green
53883,2019-02-22 04:00:02,2019-02-23 04:00:01,"",green
53883,2019-02-23 04:00:01,2019-04-25 03:00:02,green,red
53883,2019-04-25 03:00:02,2019-05-13 13:00:09,red,green
53883,2019-05-13 13:00:09,,green,amber
53884,2019-02-22 04:00:02,2019-05-30 13:00:05,"",green
53884,2019-05-30 13:00:05,2019-06-04 13:00:11,green,amber
53884,2019-06-04 13:00:11,,amber,green
53885,2019-02-22 04:00:02,,"",green
53886,2019-02-22 04:00:02,2019-04-15 10:00:01,"",green
53886,2019-04-15 10:00:01,2019-04-15 11:30:01,green,amber
53886,2019-04-15 11:30:01,,amber,green
53887,2019-02-25 15:30:01,2019-03-08 12:30:01,"",green
53887,2019-03-08 12:30:01,,green,red
53888,2019-02-27 04:00:01,,"",green
53889,2019-02-27 06:30:01,2019-02-27 08:00:01,"",green
53889,2019-02-27 08:00:01,2019-02-28 04:00:01,green,amber
53889,2019-02-28 04:00:01,,amber,green
53890,2019-02-27 06:30:01,2019-02-27 08:00:01,"",green
53890,2019-02-27 08:00:01,2019-02-28 04:00:01,green,amber
53890,2019-02-28 04:00:01,,amber,green
53891,2019-02-27 14:00:01,2019-03-05 15:30:01,"",green
53891,2019-03-05 15:30:01,,green,red
53892,2019-02-28 04:00:01,2019-03-01 10:39:43,"",green
53892,2019-03-01 10:39:43,2019-03-01 15:30:00,green,amber
53892,2019-03-01 15:30:00,2019-03-11 14:00:00,amber,green
53892,2019-03-11 14:00:00,2019-03-12 12:30:01,green,amber
53892,2019-03-12 12:30:01,,amber,green
53893,2019-02-28 04:00:01,2019-03-01 10:39:43,"",green
53893,2019-03-01 10:39:43,2019-03-01 15:30:00,green,amber
53893,2019-03-01 15:30:00,,amber,green
53894,2019-02-28 04:00:01,2019-03-01 10:39:43,"",green
53894,2019-03-01 10:39:43,2019-03-02 04:00:01,green,amber
53894,2019-03-02 04:00:01,2019-03-07 14:00:00,amber,green
53894,2019-03-07 14:00:00,2019-03-12 12:30:01,green,amber
53894,2019-03-12 12:30:01,,amber,green
53895,2019-02-28 04:00:01,2019-03-01 10:39:43,"",green
53895,2019-03-01 10:39:43,2019-03-01 15:30:00,green,amber
53895,2019-03-01 15:30:00,,amber,green
53896,2019-02-28 04:00:01,2019-05-10 11:30:09,"",green
53896,2019-05-10 11:30:09,2019-05-22 08:30:01,green,amber
53896,2019-05-22 08:30:01,2019-05-31 13:00:05,amber,green
53896,2019-05-31 13:00:05,2019-06-04 13:00:11,green,amber
53896,2019-06-04 13:00:11,,amber,green
53897,2019-02-28 04:00:01,2019-05-14 13:00:09,"",green
53897,2019-05-14 13:00:09,2019-05-22 11:30:01,green,amber
53897,2019-05-22 11:30:01,,amber,green
53898,2019-02-28 12:30:01,,"",green
53899,2019-02-28 12:30:01,,"",green
53900,2019-02-28 12:30:01,,"",green
53901,2019-02-28 12:30:01,2019-03-14 09:30:01,"",green
53901,2019-03-14 09:30:01,2019-03-19 06:30:01,green,amber
53901,2019-03-19 06:30:01,,amber,green
53902,2019-02-28 12:30:01,2019-03-14 09:30:01,"",green
53902,2019-03-14 09:30:01,2019-03-19 06:30:01,green,amber
53902,2019-03-19 06:30:01,2019-05-13 13:00:09,amber,green
53902,2019-05-13 13:00:09,2019-05-23 03:00:01,green,amber
53902,2019-05-23 03:00:01,,amber,green
53903,2019-02-28 12:30:01,,"",green
53904,2019-02-28 12:30:01,,"",green
53905,2019-02-28 12:30:01,,"",green
53906,2019-02-28 12:30:01,2019-03-02 04:00:01,"",green
53906,2019-03-02 04:00:01,2019-03-04 09:30:00,green,amber
53906,2019-03-04 09:30:00,2019-06-13 11:30:01,amber,red
53906,2019-06-13 11:30:01,,red,green
53907,2019-02-28 12:30:01,2019-03-21 09:30:01,"",green
53907,2019-03-21 09:30:01,2019-04-12 11:30:07,green,amber
53907,2019-04-12 11:30:07,,amber,green
53908,2019-02-28 12:30:01,2019-03-04 09:30:00,"",green
53908,2019-03-04 09:30:00,2019-04-11 11:30:06,green,red
53908,2019-04-11 11:30:06,2019-04-29 08:30:01,red,green
53908,2019-04-29 08:30:01,2019-05-09 03:00:02,green,amber
53908,2019-05-09 03:00:02,,amber,green
53909,2019-02-28 12:30:01,2019-03-21 09:30:01,"",green
53909,2019-03-21 09:30:01,2019-03-25 12:30:00,green,amber
53909,2019-03-25 12:30:00,,amber,green
53910,2019-02-28 14:00:01,2019-03-05 09:30:01,"",green
53910,2019-03-05 09:30:01,2019-03-06 04:00:01,green,amber
53910,2019-03-06 04:00:01,,amber,green
53911,2019-02-28 14:00:01,2019-03-01 10:39:43,"",green
53911,2019-03-01 10:39:43,2019-03-01 15:30:00,green,amber
53911,2019-03-01 15:30:00,2019-03-13 04:00:00,amber,green
53911,2019-03-13 04:00:00,2019-03-14 04:00:01,green,amber
53911,2019-03-14 04:00:01,,amber,green
53912,2019-02-28 14:00:01,2019-03-05 11:00:01,"",green
53912,2019-03-05 11:00:01,2019-03-06 04:00:01,green,amber
53912,2019-03-06 04:00:01,,amber,green
53913,2019-03-01 10:39:43,,"",green
53914,2019-03-01 10:39:43,,"",green
53915,2019-03-01 10:39:43,2019-05-08 03:00:02,"",green
53915,2019-05-08 03:00:02,2019-05-14 08:30:07,green,amber
53915,2019-05-14 08:30:07,,amber,green
53916,2019-03-01 10:39:43,2019-03-14 11:00:01,"",green
53916,2019-03-14 11:00:01,2019-03-29 12:30:01,green,amber
53916,2019-03-29 12:30:01,2019-05-28 14:30:01,amber,green
53916,2019-05-28 14:30:01,2019-06-07 10:00:14,green,amber
53916,2019-06-07 10:00:14,,amber,green
53917,2019-03-01 10:39:43,2019-03-13 11:00:03,"",green
53917,2019-03-13 11:00:03,2019-05-01 03:00:02,green,amber
53917,2019-05-01 03:00:02,2019-05-28 13:00:04,amber,green
53917,2019-05-28 13:00:04,2019-05-31 03:00:02,green,amber
53917,2019-05-31 03:00:02,,amber,green
53918,2019-03-01 10:39:43,,"",green
53919,2019-03-01 10:39:43,,"",green
53920,2019-03-01 10:39:43,,"",green
53921,2019-03-01 15:30:00,,"",green
53922,2019-03-01 15:30:00,,"",green
53923,2019-03-07 04:00:01,2019-05-23 13:00:01,"",green
53923,2019-05-23 13:00:01,2019-05-29 05:30:01,green,amber
53923,2019-05-29 05:30:01,,amber,green
53924,2019-03-07 04:00:01,2019-03-12 04:00:01,"",green
53924,2019-03-12 04:00:01,2019-03-19 12:30:01,green,amber
53924,2019-03-19 12:30:01,,amber,red
53925,2019-03-07 04:00:01,,"",green
53926,2019-03-07 04:00:01,,"",green
53927,2019-03-07 04:00:01,,"",green
53928,2019-03-07 04:00:01,2019-04-18 14:30:00,"",green
53928,2019-04-18 14:30:00,2019-05-28 13:00:04,green,amber
53928,2019-05-28 13:00:04,,amber,red
53929,2019-03-07 04:00:01,,"",green
53930,2019-03-07 12:30:01,2019-03-20 04:00:01,"",green
53930,2019-03-20 04:00:01,2019-06-12 11:30:01,green,amber
53930,2019-06-12 11:30:01,,amber,green
53931,2019-03-08 04:00:01,,"",green
53932,2019-03-08 04:00:01,2019-03-13 06:30:01,"",green
53932,2019-03-13 06:30:01,2019-03-14 15:30:00,green,amber
53932,2019-03-14 15:30:00,2019-03-16 04:00:01,amber,green
53932,2019-03-16 04:00:01,2019-03-18 11:00:01,green,amber
53932,2019-03-18 11:00:01,2019-04-09 03:00:02,amber,green
53932,2019-04-09 03:00:02,2019-05-13 11:30:11,green,amber
53932,2019-05-13 11:30:11,2019-06-02 03:00:03,amber,green
53932,2019-06-02 03:00:03,,green,amber
53933,2019-03-08 04:00:01,,"",green
53934,2019-03-08 04:00:01,2019-03-21 09:30:01,"",green
53934,2019-03-21 09:30:01,2019-03-25 12:30:00,green,amber
53934,2019-03-25 12:30:00,2019-06-15 10:00:01,amber,green
53934,2019-06-15 10:00:01,,green,amber
53935,2019-03-08 04:00:01,,"",green
53936,2019-03-08 12:30:01,2019-03-14 04:00:01,"",green
53936,2019-03-14 04:00:01,2019-04-10 05:30:01,green,amber
53936,2019-04-10 05:30:01,,amber,red
53937,2019-03-08 14:00:00,,"",green
53938,2019-03-08 14:00:00,,"",green
53939,2019-03-09 04:00:00,2019-05-13 08:30:11,"",green
53939,2019-05-13 08:30:11,2019-05-22 11:30:01,green,amber
53939,2019-05-22 11:30:01,,amber,green
53940,2019-03-09 04:00:00,2019-06-14 13:00:00,"",green
53940,2019-06-14 13:00:00,,green,amber
53941,2019-03-11 09:30:00,,"",green
53942,2019-03-11 09:30:00,,"",green
53943,2019-03-11 12:30:02,2019-03-21 09:30:01,"",green
53943,2019-03-21 09:30:01,2019-03-25 12:30:00,green,amber
53943,2019-03-25 12:30:00,,amber,green
53944,2019-03-11 12:30:02,,"",green
53945,2019-03-11 12:30:02,2019-03-21 09:30:01,"",green
53945,2019-03-21 09:30:01,2019-03-25 12:30:00,green,amber
53945,2019-03-25 12:30:00,,amber,green
53946,2019-03-11 15:30:00,2019-03-25 09:53:05,"",green
53946,2019-03-25 09:53:05,2019-04-02 03:00:02,green,amber
53946,2019-04-02 03:00:02,,amber,green
53947,2019-03-11 15:30:00,2019-06-14 13:00:00,"",green
53947,2019-06-14 13:00:00,,green,amber
53948,2019-03-11 15:30:00,2019-03-20 06:30:01,"",green
53948,2019-03-20 06:30:01,,green,amber
53949,2019-03-11 15:30:00,,"",green
53950,2019-03-11 15:30:00,2019-03-20 15:30:01,"",green
53950,2019-03-20 15:30:01,2019-03-27 08:00:01,green,amber
53950,2019-03-27 08:00:01,2019-05-15 03:00:02,amber,green
53950,2019-05-15 03:00:02,2019-05-27 13:00:04,green,amber
53950,2019-05-27 13:00:04,2019-05-27 14:30:00,amber,green
53950,2019-05-27 14:30:00,,green,amber
53951,2019-03-12 04:00:01,2019-04-18 13:00:01,"",green
53951,2019-04-18 13:00:01,2019-05-16 14:30:04,green,amber
53951,2019-05-16 14:30:04,2019-05-28 13:00:04,amber,green
53951,2019-05-28 13:00:04,2019-05-29 11:30:07,green,amber
53951,2019-05-29 11:30:07,,amber,green
53952,2019-03-12 12:30:01,2019-03-21 09:30:01,"",green
53952,2019-03-21 09:30:01,2019-03-25 12:30:00,green,amber
53952,2019-03-25 12:30:00,,amber,green
53953,2019-03-12 14:00:01,2019-05-14 14:30:05,"",green
53953,2019-05-14 14:30:05,,green,amber
53954,2019-03-12 14:00:01,,"",green
53955,2019-03-12 14:00:01,2019-03-20 06:30:01,"",green
53955,2019-03-20 06:30:01,2019-03-20 09:30:01,green,amber
53955,2019-03-20 09:30:01,,amber,green
53956,2019-03-12 15:30:00,,"",green
53957,2019-03-12 15:30:00,,"",green
53958,2019-03-13 04:00:00,2019-05-13 13:00:09,"",green
53958,2019-05-13 13:00:09,2019-06-03 03:00:02,green,amber
53958,2019-06-03 03:00:02,2019-06-11 05:30:04,amber,green
53958,2019-06-11 05:30:04,2019-06-14 08:30:00,green,amber
53958,2019-06-14 08:30:00,,amber,green
53959,2019-03-13 04:00:00,,"",green
53960,2019-03-13 11:00:03,,"",green
53961,2019-03-13 11:00:03,2019-05-09 14:30:12,"",green
53961,2019-05-09 14:30:12,,green,amber
53962,2019-03-13 12:30:01,,"",green
53963,2019-03-13 15:30:01,2019-04-26 11:30:01,"",green
53963,2019-04-26 11:30:01,2019-06-06 08:30:12,green,amber
53963,2019-06-06 08:30:12,,amber,red
53964,2019-03-13 15:30:01,,"",green
53965,2019-03-13 15:30:01,2019-05-23 11:30:00,"",green
53965,2019-05-23 11:30:00,2019-06-03 14:30:07,green,amber
53965,2019-06-03 14:30:07,,amber,green
53966,2019-03-14 04:00:01,,"",green
53967,2019-03-14 04:00:01,,"",green
53968,2019-03-15 04:00:00,2019-03-15 14:00:00,"",green
53968,2019-03-15 14:00:00,2019-03-16 04:00:01,green,amber
53968,2019-03-16 04:00:01,2019-03-20 04:00:01,amber,green
53968,2019-03-20 04:00:01,2019-03-27 04:00:01,green,amber
53968,2019-03-27 04:00:01,,amber,red
53969,2019-03-15 12:30:00,,"",green
53970,2019-03-15 14:00:00,2019-03-25 09:53:05,"",green
53970,2019-03-25 09:53:05,2019-03-25 15:30:00,green,amber
53970,2019-03-25 15:30:00,2019-05-14 03:00:03,amber,green
53970,2019-05-14 03:00:03,2019-05-28 14:30:01,green,amber
53970,2019-05-28 14:30:01,,amber,green
53971,2019-03-15 14:00:00,2019-03-28 08:00:01,"",green
53971,2019-03-28 08:00:01,2019-04-01 11:30:01,green,amber
53971,2019-04-01 11:30:01,2019-05-14 03:00:03,amber,green
53971,2019-05-14 03:00:03,2019-05-28 14:30:01,green,amber
53971,2019-05-28 14:30:01,,amber,green
53972,2019-03-16 04:00:01,2019-05-10 13:00:09,"",green
53972,2019-05-10 13:00:09,2019-05-15 14:30:06,green,amber
53972,2019-05-15 14:30:06,,amber,green
53973,2019-03-18 04:00:01,2019-06-15 03:00:03,"",green
53973,2019-06-15 03:00:03,,green,amber
53974,2019-03-18 04:00:01,2019-06-15 03:00:03,"",green
53974,2019-06-15 03:00:03,,green,amber
53975,2019-03-18 12:30:01,,"",green
53976,2019-03-18 12:30:01,2019-03-19 12:30:01,"",green
53976,2019-03-19 12:30:01,2019-03-19 14:00:01,green,amber
53976,2019-03-19 14:00:01,2019-03-21 14:00:01,amber,green
53976,2019-03-21 14:00:01,2019-03-26 14:00:01,green,amber
53976,2019-03-26 14:00:01,2019-06-04 10:00:54,amber,green
53976,2019-06-04 10:00:54,,green,amber
53977,2019-03-18 14:00:01,2019-03-29 14:00:00,"",green
53977,2019-03-29 14:00:00,,green,red
53978,2019-03-19 04:00:01,2019-06-12 05:30:01,"",green
53978,2019-06-12 05:30:01,,green,amber
53979,2019-03-20 04:00:01,2019-04-04 11:30:00,"",green
53979,2019-04-04 11:30:00,2019-04-12 03:00:01,green,amber
53979,2019-04-12 03:00:01,2019-05-27 14:30:00,amber,green
53979,2019-05-27 14:30:00,,green,amber
53980,2019-03-20 04:00:01,2019-04-04 11:30:00,"",green
53980,2019-04-04 11:30:00,2019-04-12 03:00:01,green,amber
53980,2019-04-12 03:00:01,2019-05-27 14:30:00,amber,green
53980,2019-05-27 14:30:00,2019-06-14 03:00:02,green,amber
53980,2019-06-14 03:00:02,,amber,green
53981,2019-03-20 04:00:01,2019-04-04 11:30:00,"",green
53981,2019-04-04 11:30:00,2019-04-12 03:00:01,green,amber
53981,2019-04-12 03:00:01,2019-05-10 11:30:09,amber,green
53981,2019-05-10 11:30:09,2019-05-14 14:30:05,green,amber
53981,2019-05-14 14:30:05,2019-05-27 14:30:00,amber,green
53981,2019-05-27 14:30:00,,green,amber
53982,2019-03-20 04:00:01,2019-03-26 14:00:01,"",green
53982,2019-03-26 14:00:01,2019-03-29 04:00:01,green,amber
53982,2019-03-29 04:00:01,,amber,red
53983,2019-03-20 04:00:01,2019-03-30 04:00:01,"",green
53983,2019-03-30 04:00:01,2019-04-12 03:00:01,green,amber
53983,2019-04-12 03:00:01,2019-05-10 11:30:09,amber,green
53983,2019-05-10 11:30:09,2019-05-14 14:30:05,green,amber
53983,2019-05-14 14:30:05,2019-05-27 14:30:00,amber,green
53983,2019-05-27 14:30:00,2019-06-14 03:00:02,green,amber
53983,2019-06-14 03:00:02,,amber,green
53984,2019-03-20 04:00:01,2019-03-29 14:00:00,"",green
53984,2019-03-29 14:00:00,2019-04-01 07:00:01,green,amber
53984,2019-04-01 07:00:01,2019-05-15 03:00:02,amber,green
53984,2019-05-15 03:00:02,2019-05-27 13:00:04,green,amber
53984,2019-05-27 13:00:04,2019-05-27 14:30:00,amber,green
53984,2019-05-27 14:30:00,,green,amber
53985,2019-03-20 14:00:01,2019-04-04 11:30:00,"",green
53985,2019-04-04 11:30:00,2019-04-05 03:00:01,green,amber
53985,2019-04-05 03:00:01,2019-04-09 13:00:01,amber,green
53985,2019-04-09 13:00:01,2019-05-02 13:00:00,green,amber
53985,2019-05-02 13:00:00,,amber,green
53986,2019-03-21 04:00:11,2019-04-03 03:00:01,"",green
53986,2019-04-03 03:00:01,,green,red
53987,2019-03-21 04:00:11,2019-04-03 03:00:01,"",green
53987,2019-04-03 03:00:01,,green,red
53988,2019-03-21 04:00:11,,"",green
53989,2019-03-21 11:43:14,2019-05-22 03:00:01,"",green
53989,2019-05-22 03:00:01,,green,amber
53990,2019-03-21 11:43:14,2019-05-09 05:30:01,"",green
53990,2019-05-09 05:30:01,2019-06-17 10:00:01,green,amber
53990,2019-06-17 10:00:01,2019-06-18 05:30:00,amber,green
53990,2019-06-18 05:30:00,,green,amber
53991,2019-03-22 12:30:01,,"",green
53992,2019-03-22 12:30:01,,"",green
53993,2019-03-22 12:30:01,2019-04-08 10:00:00,"",green
53993,2019-04-08 10:00:00,,green,amber
53994,2019-03-22 12:30:01,2019-05-23 03:00:01,"",green
53994,2019-05-23 03:00:01,2019-05-25 03:00:01,green,amber
53994,2019-05-25 03:00:01,,amber,green
53995,2019-03-22 12:30:01,2019-05-15 14:30:06,"",green
53995,2019-05-15 14:30:06,2019-06-06 03:00:03,green,amber
53995,2019-06-06 03:00:03,2019-06-15 03:00:03,amber,green
53995,2019-06-15 03:00:03,,green,amber
53996,2019-03-22 12:30:01,2019-05-16 03:00:02,"",green
53996,2019-05-16 03:00:02,2019-05-16 05:30:01,green,amber
53996,2019-05-16 05:30:01,2019-05-23 03:00:01,amber,green
53996,2019-05-23 03:00:01,2019-05-25 03:00:01,green,amber
53996,2019-05-25 03:00:01,,amber,green
53997,2019-03-22 12:30:01,2019-04-01 05:30:00,"",green
53997,2019-04-01 05:30:00,2019-04-03 05:30:01,green,amber
53997,2019-04-03 05:30:01,,amber,green
